facility,year,month,incoming_ton,incineration_ton,operation_rate,lng_nm3,electricity_kwh,prev_month_incoming_ton,prev_2month_avg_incoming_ton,prev_3month_avg_incoming_ton,same_month_last_year_incoming_ton
강남,2014,1,25053.02,24184.61,86.68,8147.0,2497068.0,,,,
강남,2014,2,22477.61,23023.92,91.36,13984.0,2432988.0,25053.02,,,
강남,2014,3,24056.94,25402.78,92.33,21802.0,2736864.0,22477.61,23765.315,,
강남,2014,4,24297.84,23614.31,92.3,29759.0,2546244.0,24056.94,23267.275,23862.52333333333,
강남,2014,5,24195.3,24625.8,88.26,19107.0,2497068.0,24297.84,24177.39,23610.796666666665,
강남,2014,6,24012.86,23838.88,88.29,28817.0,2550528.0,24195.3,24246.57,24183.36,
강남,2014,7,26622.38,23320.99,88.93,56645.0,2440152.0,24012.86,24104.08,24168.666666666668,
강남,2014,8,24970.0,26079.92,93.48,57439.0,2580912.0,26622.38,25317.620000000003,24943.513333333336,
강남,2014,9,8563.3,12975.61,94.4,49907.0,1674540.0,24970.0,25796.19,25201.74666666667,
강남,2014,10,,,,36060.0,626004.0,8563.3,16766.65,20051.893333333333,
강남,2014,11,21388.55,14972.88,93.51,97590.0,1585944.0,,,,
강남,2014,12,25039.52,24649.05,92.45,63839.0,2304108.0,21388.55,,,
강남,2015,1,22001.84,23917.05,91.64,37091.0,2276820.0,25039.52,23214.035,,25053.02
강남,2015,2,21599.45,22671.61,91.93,23253.0,2109816.0,22001.84,23520.68,22809.97,22477.61
강남,2015,3,23602.67,24659.13,91.67,21922.0,2323656.0,21599.45,21800.645,22880.27,24056.94
강남,2015,4,26260.67,24173.7,92.4,24330.0,2333952.0,23602.67,22601.06,22401.32,24297.84
강남,2015,5,2571.44,6587.11,89.47,58854.0,1295316.0,26260.67,24931.67,23820.930000000004,24195.3
강남,2015,6,8132.36,3785.95,91.78,87705.0,1000620.0,2571.44,14416.054999999998,17478.26,24012.86
강남,2015,7,25326.13,24687.57,90.18,56920.0,2494332.0,8132.36,5351.9,12321.49,26622.38
강남,2015,8,22490.84,25316.52,93.33,12602.0,2479608.0,25326.13,16729.245,12009.976666666667,24970.0
강남,2015,9,23007.18,21593.74,84.81,37263.0,2250972.0,22490.84,23908.485,18649.77666666667,8563.3
강남,2015,10,26540.29,25383.58,91.35,16269.0,2464920.0,23007.18,22749.01,23608.05,
강남,2015,11,25303.89,24185.05,90.88,168406.0,2321064.0,26540.29,24773.735,24012.77,21388.55
강남,2015,12,23413.78,25544.18,91.56,60395.0,2317716.0,25303.89,25922.090000000004,24950.45333333333,25039.52
강남,2016,1,25485.9,25318.51,91.73,15921.0,2199492.0,23413.78,24358.835,25085.986666666664,22001.84
강남,2016,2,24476.91,23633.75,91.6,25889.0,2229660.0,25485.9,24449.840000000004,24734.52333333333,21599.45
강남,2016,3,27259.77,25151.21,91.63,14322.0,2386800.0,24476.91,24981.405,24458.86333333333,23602.67
강남,2016,4,25546.55,24381.54,91.57,21483.0,2326716.0,27259.77,25868.340000000004,25740.86,26260.67
강남,2016,5,,6587.78,78.08,28219.0,1137661.0,25546.55,26403.160000000003,25761.076666666664,2571.44
강남,2016,6,,,,25594.0,1114045.0,,,,8132.36
강남,2016,7,21639.8,17932.97,90.17,58265.0,1911852.0,,,,25326.13
강남,2016,8,23483.52,25690.61,92.08,10584.0,2475684.0,21639.8,,,22490.84
강남,2016,9,22781.1,21739.42,80.52,10957.0,2077848.0,23483.52,22561.660000000003,,23007.18
강남,2016,10,24624.29,23676.12,90.67,38416.0,2412684.0,22781.1,23132.31,22634.806666666667,26540.29
강남,2016,11,24065.48,24986.68,92.54,10383.0,1989936.0,24624.29,23702.695,23629.63666666667,25303.89
강남,2016,12,24221.74,24171.85,90.06,25417.0,1975356.0,24065.48,24344.885,23823.623333333333,23413.78
강남,2017,1,24086.82,23318.37,83.58,10245.0,1948932.0,24221.74,24143.61,24303.83666666667,25485.9
강남,2017,2,23671.56,23218.12,92.14,6950.0,1988028.0,24086.82,24154.28,24124.680000000004,24476.91
강남,2017,3,26526.64,25869.76,92.72,8690.0,2302884.0,23671.56,23879.19,23993.373333333337,27259.77
강남,2017,4,24341.41,24261.03,89.86,16946.0,2211840.0,26526.64,25099.1,24761.673333333336,25546.55
강남,2017,5,17728.97,15861.22,93.16,18825.0,1722600.0,24341.41,25434.025,24846.536666666667,
강남,2017,6,4633.11,3416.14,92.33,41345.0,837792.0,17728.97,21035.19,22865.673333333336,
강남,2017,7,17863.09,19631.64,93.15,31851.0,1908360.0,4633.11,11181.040000000005,15567.830000000002,21639.8
강남,2017,8,24321.45,26060.89,93.41,9510.0,2341692.0,17863.09,11248.100000000002,13408.39,23483.52
강남,2017,9,25389.73,23827.19,91.42,19147.0,2246472.0,24321.45,21092.270000000004,15605.883333333331,22781.1
강남,2017,10,22915.1,24729.98,91.34,19074.0,2110932.0,25389.73,24855.590000000004,22524.756666666668,24624.29
강남,2017,11,23751.64,24916.63,92.26,4924.0,2081556.0,22915.1,24152.415,24208.76,24065.48
강남,2017,12,26280.13,25221.56,90.4,10259.0,2135772.0,23751.64,23333.370000000003,24018.823333333334,24221.74
강남,2018,1,24611.99,24919.15,89.32,8360.0,2169972.0,26280.13,25015.885,24315.623333333333,24086.82
강남,2018,2,23078.1,19074.16,76.83,12305.0,1720152.0,24611.99,25446.060000000005,24881.25333333333,23671.56
강남,2018,3,22766.03,23834.14,90.67,33950.0,2088828.0,23078.1,23845.045,24656.74,26526.64
강남,2018,4,17934.56,17539.35,92.8,6006.0,1743624.0,22766.03,22922.065,23485.373333333333,24341.41
강남,2018,5,4111.04,2758.12,91.94,43897.0,802044.0,17934.56,20350.295,21259.56333333333,17728.97
강남,2018,6,18919.27,21413.74,90.5,21213.0,2001096.0,4111.04,11022.800000000005,14937.21,4633.11
강남,2018,7,23119.61,25379.36,90.97,9375.0,2311956.0,18919.27,11515.155000000002,13654.956666666669,17863.09
강남,2018,8,25528.18,24651.39,91.77,12871.0,2558232.0,23119.61,21019.44,15383.306666666664,24321.45
강남,2018,9,22575.96,23820.04,91.66,9605.0,2440476.0,25528.18,24323.895000000004,22522.353333333333,25389.73
강남,2018,10,26937.99,25778.29,92.4,13877.0,2529504.0,22575.96,24052.07,23741.25,22915.1
강남,2018,11,24745.09,24887.16,92.17,8311.0,,26937.99,24756.975,25014.04333333333,23751.64
강남,2018,12,24004.9,25057.72,92.38,22915.0,2448252.0,24745.09,25841.54,24753.013333333336,26280.13
강남,2019,1,25992.49,23847.97,90.68,20768.0,2432196.0,24004.9,24374.995000000003,25229.326666666664,24611.99
강남,2019,2,21110.01,19595.3,89.58,31407.0,2048832.0,25992.49,24998.695000000003,24914.160000000003,23078.1
강남,2019,3,20341.81,22676.58,86.59,24565.0,2369664.0,21110.01,23551.25,23702.46666666667,22766.03
강남,2019,4,5808.78,8395.71,93.29,24161.0,1244628.0,20341.81,20725.910000000003,22481.436666666665,17934.56
강남,2019,5,9114.98,3581.35,91.83,71479.0,840888.0,5808.78,13075.295000000002,15753.533333333333,4111.04
강남,2019,6,19055.32,23465.11,92.07,27969.0,2388276.0,9114.98,7461.880000000001,11755.19,18919.27
강남,2019,7,25986.76,25822.85,92.56,15795.0,2578032.0,19055.32,14085.15,11326.36,23119.61
강남,2019,8,27547.91,25388.16,92.7,15997.0,2535228.0,25986.76,22521.04,18052.353333333333,25528.18
강남,2019,9,22948.15,24987.33,92.55,18503.0,2463444.0,27547.91,26767.335,24196.66333333333,22575.96
강남,2019,10,26476.11,24820.31,92.44,2736.0,3180132.0,22948.15,25248.03,25494.27333333333,26937.99
강남,2019,11,23947.84,22714.06,92.62,28380.0,2241684.0,26476.11,24712.130000000005,25657.39,24745.09
강남,2019,12,24875.96,25438.89,91.18,20918.0,2510604.0,23947.84,25211.975,24457.36666666667,24004.9
강남,2020,1,23549.26,24264.55,87.0,13620.0,2473668.0,24875.96,24411.9,25099.97,25992.49
강남,2020,2,22218.8,21937.68,84.0,13639.0,2272896.0,23549.26,24212.61,24124.353333333333,21110.01
강남,2020,3,19534.21,18529.67,66.0,12062.0,2125116.0,22218.8,22884.03,23548.006666666664,20341.81
강남,2020,4,14766.45,14519.04,54.0,4029.0,1860624.0,19534.21,20876.505,21767.42333333333,5808.78
강남,2020,5,1515.06,1837.61,29.0,8316.0,722916.0,14766.45,17150.33,18839.82,9114.98
강남,2020,6,15108.8,14250.01,79.0,42237.0,1684224.0,1515.06,8140.755000000002,11938.573333333334,19055.32
강남,2020,7,24110.02,25465.9,91.0,18687.0,2427120.0,15108.8,8311.93,10463.436666666666,25986.76
강남,2020,8,26249.76,25435.46,91.0,22257.0,2406348.0,24110.02,19609.410000000003,13577.96,27547.91
강남,2020,9,25605.87,23877.45,88.0,22299.0,2364660.0,26249.76,25179.890000000003,21822.86,22948.15
강남,2020,10,22797.13,25148.46,90.0,22314.0,2470860.0,25605.87,25927.815,25321.88333333333,26476.11
강남,2020,11,24942.01,22794.32,84.0,22672.0,2264904.0,22797.13,24201.500000000004,24884.253333333338,23947.84
강남,2020,12,23686.43,23997.82,86.0,9668.0,2390832.0,24942.01,23869.570000000003,24448.33666666667,24875.96
강남,2021,1,25823.0,24200.0,88.0,17121.0,2337228.0,23686.43,24314.22,23808.52333333333,23549.26
강남,2021,2,18492.0,15167.0,83.0,44953.0,1707192.0,25823.0,24754.715000000004,24817.146666666667,22218.8
강남,2021,3,20163.0,21422.0,89.0,69991.0,2234772.0,18492.0,22157.500000000004,22667.143333333337,19534.21
강남,2021,4,16364.0,19484.0,91.0,63941.0,2113164.0,20163.0,19327.500000000004,21492.666666666668,14766.45
강남,2021,5,1072.0,1498.0,93.0,26563.0,764244.0,16364.0,18263.500000000004,18339.666666666668,1515.06
강남,2021,6,23014.0,22553.0,93.0,39214.0,2237220.0,1072.0,8718.000000000004,12533.0,15108.8
강남,2021,7,25423.0,23206.0,91.0,28174.0,2425680.0,23014.0,12043.000000000004,13483.333333333334,24110.02
강남,2021,8,24196.0,25439.0,91.0,12703.0,2554308.0,25423.0,24218.500000000004,16503.0,26249.76
강남,2021,9,25201.0,23493.0,88.0,16833.0,2293992.0,24196.0,24809.500000000004,24211.0,25605.87
강남,2021,10,23268.0,23509.0,88.0,20405.0,2300544.0,25201.0,24698.500000000004,24940.0,22797.13
강남,2021,11,25381.0,24238.0,90.0,7472.0,2387988.0,23268.0,24234.500000000004,24221.666666666668,24942.01
강남,2021,12,24795.0,23699.0,88.0,9335.0,2339496.0,25381.0,24324.500000000004,24616.666666666668,23686.43
강남,2022,1,22392.0,20210.0,87.0,41121.0,2244528.0,24795.0,25088.000000000004,24481.33333333333,25823.0
강남,2022,2,17644.0,19808.0,86.0,20817.0,2132532.0,22392.0,23593.500000000004,24189.33333333333,18492.0
강남,2022,3,21942.0,22755.0,83.0,20243.0,2340504.0,17644.0,20018.000000000004,21610.33333333333,20163.0
강남,2022,4,5468.0,9945.0,81.0,20127.0,1400256.0,21942.0,19793.000000000004,20659.33333333333,16364.0
강남,2022,5,5229.0,1281.0,92.0,43034.0,723564.0,5468.0,13705.000000000004,15018.0,1072.0
강남,2022,6,22720.0,21191.0,90.0,47082.0,2327508.0,5229.0,5348.500000000004,10879.666666666668,23014.0
강남,2022,7,20844.0,24278.0,90.0,20142.0,2610900.0,22720.0,13974.500000000004,11139.0,25423.0
강남,2022,8,25596.0,23000.0,90.0,35473.0,2460060.0,20844.0,21782.000000000004,16264.333333333334,24196.0
강남,2022,9,24364.0,23996.0,89.0,13485.0,2566152.0,25596.0,23220.000000000004,23053.33333333333,25201.0
강남,2022,10,24584.0,23763.0,90.0,33122.0,2567700.0,24364.0,24980.000000000004,23601.33333333333,23268.0
강남,2022,11,21517.0,23793.0,91.0,20452.0,2482092.0,24584.0,24474.000000000004,24848.0,25381.0
강남,2022,12,26656.0,24751.0,90.0,18732.0,2635560.0,21517.0,23050.500000000004,23488.33333333333,24795.0
강남,2023,1,21343.0,21724.0,89.0,49090.0,2445660.0,26656.0,24086.500000000004,24252.33333333333,22392.0
강남,2023,2,21613.0,20031.0,89.0,22919.0,2255724.0,21343.0,23999.500000000004,23172.0,17644.0
강남,2023,3,24248.0,24332.0,98.0,18377.0,2641536.0,21613.0,21478.000000000004,23204.0,21942.0
강남,2023,4,8864.0,10809.0,85.0,6859.0,1489428.0,24248.0,22930.500000000004,22401.33333333333,5468.0
강남,2023,5,3615.0,1636.0,90.0,39882.0,592848.0,8864.0,16556.000000000004,18241.666666666668,5229.0
강남,2023,6,17597.0,18460.0,89.0,23933.0,1892880.0,3615.0,6239.500000000004,12242.333333333334,22720.0
강남,2023,7,23195.0,24865.0,89.0,17623.0,2315448.0,17597.0,10606.000000000004,10025.333333333334,20844.0
강남,2023,8,26587.0,25224.0,90.0,10803.0,,23195.0,20396.000000000004,14802.333333333334,25596.0
강남,2023,9,23884.0,22888.0,90.0,19348.0,2215692.0,26587.0,24891.000000000004,22459.666666666668,24364.0
강남,2023,10,23140.0,23833.0,87.0,14701.0,2224872.0,23884.0,25235.500000000004,24555.33333333333,24584.0
강남,2023,11,18279.0,16968.0,88.0,41467.0,1788192.0,23140.0,23512.000000000004,24537.0,21517.0
강남,2024,1,23092.0,22102.0,88.0,36611.0,2147508.0,18279.0,20709.500000000004,21767.666666666668,21343.0
강남,2024,2,21761.0,23016.0,88.0,10358.0,2033892.0,23092.0,20685.500000000004,21503.666666666668,21613.0
강남,2024,3,22882.0,24559.0,88.0,11567.0,2301012.0,21761.0,22426.500000000004,21044.0,24248.0
강남,2024,4,11635.0,10835.0,88.0,9770.0,1409724.0,22882.0,22321.500000000004,22578.33333333333,8864.0
강남,2024,5,1269.0,306.0,102.0,72992.0,420804.0,11635.0,17258.500000000004,18759.33333333333,3615.0
강남,2024,6,20513.0,21159.0,82.0,13500.0,2031768.0,1269.0,6452.000000000004,11928.666666666666,17597.0
강남,2024,7,24365.0,23660.0,87.0,42402.0,2259252.0,20513.0,10891.000000000004,11139.0,23195.0
강남,2024,8,24389.0,23505.0,85.0,9419.0,2337084.0,24365.0,22439.000000000004,15382.333333333334,26587.0
강남,2024,9,25589.0,23338.0,89.0,17088.0,2308968.0,24389.0,24377.000000000004,23089.0,23884.0
강남,2024,10,24256.0,23625.0,90.0,19130.0,2297844.0,25589.0,24989.000000000004,24781.0,23140.0
강남,2024,11,21423.0,23084.0,88.0,19028.0,1788192.0,24256.0,24922.500000000004,24744.666666666668,18279.0
강남,2024,12,21869.0,24049.0,89.0,14839.0,2116116.0,21423.0,22839.500000000004,23756.0,
강남,2025,1,25429.0,23988.0,88.0,12337.0,2245932.0,21869.0,21646.000000000004,22516.0,23092.0
강남,2025,2,21347.0,21239.0,88.0,20014.0,2040840.0,25429.0,23649.000000000004,22907.0,21761.0
강남,2025,3,21354.0,21262.0,83.0,20133.0,2077092.0,21347.0,23388.000000000004,22881.666666666668,22882.0
강남,2025,4,18833.0,18794.0,88.0,15328.0,1911204.0,21354.0,21350.500000000004,22710.0,11635.0
강남,2025,5,6190.0,8183.0,90.0,20536.0,1281348.0,18833.0,20093.500000000004,20511.33333333333,1269.0
강남,2025,6,2966.0,1160.0,91.0,63535.0,491868.0,6190.0,12511.500000000004,15459.0,20513.0
강남,2025,7,23103.0,22718.0,89.0,41501.0,2199384.0,2966.0,4578.000000000004,9329.666666666668,24365.0
강남,2025,8,23781.0,24521.0,88.0,36223.0,2372364.0,23103.0,13034.500000000004,10753.000000000002,24389.0
강남,2025,9,26107.0,23414.0,89.0,85059.0,2262060.0,23781.0,23442.000000000004,16616.666666666668,25589.0
강남,2025,10,22511.0,23712.0,88.0,83997.0,2244276.0,26107.0,24944.000000000004,24330.33333333333,24256.0
강남,2025,11,21005.0,18674.0,89.0,73370.0,1929744.0,22511.0,24309.000000000004,24133.0,21423.0
강남,2025,12,22929.0,23421.0,90.0,28177.0,2203056.0,21005.0,21758.000000000004,23207.666666666668,21869.0
강남,2026,1,24608.0,24600.0,88.0,4279.0,2265156.0,22929.0,21967.000000000004,22148.33333333333,25429.0
강남,2026,2,22175.0,21689.0,88.0,10563.0,2037528.0,24608.0,23768.500000000004,22847.33333333333,21347.0
강남,2026,3,23512.0,22413.0,88.0,32245.0,2169216.0,22175.0,23391.500000000004,23237.33333333333,21354.0
강남,2026,4,22326.0,22633.0,89.0,17532.0,2140740.0,23512.0,22843.500000000004,23431.666666666668,18833.0
노원,2014,1,15564.13,19897.53,80.23,7441.0,1826775.0,,,,
노원,2014,2,15940.12,17725.06,79.13,34259.0,1583157.0,15564.13,,,
노원,2014,3,16578.81,17516.55,77.28,71729.0,1746428.0,15940.12,15752.125,,
노원,2014,4,3109.64,6090.4,60.2,121552.0,922097.0,16578.81,16259.465,16027.686666666666,
노원,2014,5,14032.24,3100.55,77.19,48662.0,570010.0,3109.64,9844.225,11876.190000000002,
노원,2014,6,13518.31,12192.54,79.43,30748.0,1199361.0,14032.24,8570.940000000002,11240.23,
노원,2014,7,17754.31,19451.65,80.77,28664.0,1750109.0,13518.31,13775.275,10220.063333333334,
노원,2014,8,16788.96,20314.54,81.91,22076.0,1754074.0,17754.31,15636.31,15101.62,
노원,2014,9,17517.33,18225.82,79.7,20186.0,1571853.0,16788.96,17271.635000000002,16020.526666666668,
노원,2014,10,17678.09,19649.5,79.23,9376.0,1636444.0,17517.33,17153.145000000004,17353.533333333336,
노원,2014,11,17969.84,11217.42,80.8,149893.0,1231978.0,17678.09,17597.710000000003,17328.126666666667,
노원,2014,12,18037.49,19411.23,80.94,75533.0,1686541.0,17969.84,17823.965000000004,17721.753333333334,
노원,2015,1,15991.76,19937.95,80.39,13931.0,1700502.0,18037.49,18003.665,17895.14,15564.13
노원,2015,2,15204.38,16990.94,75.85,29849.0,1476652.0,15991.76,17014.625000000004,17333.030000000002,15940.12
노원,2015,3,16968.78,16375.83,73.49,13399.0,1524674.0,15204.38,15598.070000000002,16411.210000000003,16578.81
노원,2015,4,16008.91,17712.84,78.14,8974.0,1572347.0,16968.78,16086.580000000002,16054.973333333332,3109.64
노원,2015,5,15751.03,14639.39,73.26,6182.0,1417077.0,16008.91,16488.845,16060.689999999997,14032.24
노원,2015,6,5877.97,961.25,64.8,57390.0,442443.0,15751.03,15879.970000000005,16242.906666666668,13518.31
노원,2015,7,16202.26,12424.46,75.0,36186.0,1222156.0,5877.97,10814.500000000004,12545.97,17754.31
노원,2015,8,15677.0,19881.64,80.17,544.0,1686904.0,16202.26,11040.115000000003,12610.42,16788.96
노원,2015,9,14740.88,18954.58,78.98,1119.0,1615743.0,15677.0,15939.630000000005,12585.743333333334,17517.33
노원,2015,10,16697.31,18220.32,73.47,,1570212.0,14740.88,15208.940000000004,15540.046666666669,17678.09
노원,2015,11,17485.56,10356.68,66.6,60998.0,1083701.0,16697.31,15719.095000000005,15705.063333333334,17969.84
노원,2015,12,17643.72,18668.4,80.12,94852.0,1563954.0,17485.56,17091.435000000005,16307.916666666666,18037.49
노원,2016,1,15257.3,17885.24,72.12,1593231.0,1343162.0,17643.72,17564.640000000007,17275.530000000002,15991.76
노원,2016,2,16041.24,15079.47,65.0,1273715.0,1431758.0,15257.3,16450.510000000002,16795.52666666667,15204.38
노원,2016,3,16481.23,18934.88,76.35,1486108.0,1571896.0,16041.24,15649.270000000004,16314.086666666668,16968.78
노원,2016,4,16684.96,17955.98,74.82,1463789.0,1491996.0,16481.23,16261.235000000002,15926.590000000002,16008.91
노원,2016,5,18011.89,10536.17,71.19,1186863.0,1525439.0,16684.96,16583.095,16402.476666666666,15751.03
노원,2016,6,8818.84,4496.29,79.82,694342.0,1029821.0,18011.89,17348.425000000003,17059.36,5877.97
노원,2016,7,15482.96,18616.15,75.93,1619632.0,1370954.0,8818.84,13415.365000000003,14505.23,16202.26
노원,2016,8,16151.95,16215.04,75.3,1512560.0,1694372.0,15482.96,12150.900000000003,14104.563333333334,15677.0
노원,2016,9,15677.37,17099.81,75.27,1511982.0,1587064.0,16151.95,15817.455000000004,13484.583333333334,14740.88
노원,2016,10,15930.78,18776.87,75.71,1552466.0,1602151.0,15677.37,15914.660000000003,15770.76,16697.31
노원,2016,11,16189.3,15487.82,74.1,1310120.0,1451810.0,15930.78,15804.075000000004,15920.033333333336,17485.56
노원,2016,12,15353.73,11874.85,76.78,1175540.0,1685988.0,16189.3,16060.040000000005,15932.483333333332,17643.72
노원,2017,1,14429.62,18247.15,76.45,18037.0,1539596.0,15353.73,15771.515000000005,15824.603333333333,15257.3
노원,2017,2,13658.33,14100.79,75.81,29598.0,1334387.0,14429.62,14891.675000000005,15324.216666666667,16041.24
노원,2017,3,14845.0,16381.99,75.09,28374.0,1463516.0,13658.33,14043.975000000004,14480.56,16481.23
노원,2017,4,14372.53,16583.8,78.1,27768.0,1484563.0,14845.0,14251.665000000005,14310.983333333332,16684.96
노원,2017,5,5698.21,3095.83,79.38,30621.0,616386.0,14372.53,14608.765000000005,14291.953333333331,18011.89
노원,2017,6,15015.08,12954.85,76.21,22284.0,1205910.0,5698.21,10035.370000000004,11638.58,8818.84
노원,2017,7,16538.23,18099.09,76.85,41701.0,1589259.0,15015.08,10356.645000000004,11695.273333333333,15482.96
노원,2017,8,15773.9,18212.61,73.44,3129.0,1556078.0,16538.23,15776.655000000002,12417.173333333334,16151.95
노원,2017,9,14591.55,15951.07,66.46,342.0,1378525.0,15773.9,16156.065000000002,15775.736666666666,15677.37
노원,2017,10,15636.45,15937.02,67.1,6461.0,1449943.0,14591.55,15182.725000000002,15634.56,15930.78
노원,2017,11,16130.47,7921.57,72.67,42067.0,962714.0,15636.45,15114.000000000002,15333.966666666667,16189.3
노원,2017,12,15304.02,18222.99,75.41,26075.0,1609367.0,16130.47,15883.460000000005,15452.823333333334,15353.73
노원,2018,1,15228.96,17825.39,73.76,10873.0,1577047.0,15304.02,15717.245000000004,15690.313333333334,14429.62
노원,2018,2,14174.99,14120.01,69.39,5371.0,1354055.0,15228.96,15266.490000000002,15554.483333333332,13658.33
노원,2018,3,16206.47,15419.18,66.65,14980.0,1501893.0,14174.99,14701.975000000002,14902.656666666668,14845.0
노원,2018,4,15837.16,14415.15,69.3,265.0,1374719.0,16206.47,15190.73,15203.473333333332,14372.53
노원,2018,5,2510.5,1582.74,77.84,53583.0,532403.0,15837.16,16021.815000000002,15406.206666666663,5698.21
노원,2018,6,17394.33,16762.81,79.07,18909.0,1432698.0,2510.5,9173.830000000002,11518.043333333337,15015.08
노원,2018,7,16518.19,19198.55,78.41,11401.0,1684261.0,17394.33,9952.415000000005,11913.996666666668,16538.23
노원,2018,8,14957.15,18489.48,77.63,14452.0,1686845.0,16518.19,16956.260000000002,12141.006666666668,15773.9
노원,2018,9,15309.68,14787.7,72.67,37073.0,1491237.0,14957.15,15737.670000000002,16289.89,14591.55
노원,2018,10,16827.31,,74.63,29984.0,1685424.0,15309.68,15133.415,15595.006666666666,15636.45
노원,2018,11,16634.4,10851.67,84.45,36249.0,1086925.0,16827.31,16068.495000000004,15698.046666666669,16130.47
노원,2018,12,16055.1,2040846.0,82.85,8870.0,1695320.0,16634.4,16730.855000000003,16257.13,15304.02
노원,2020,1,15473.46,18444.08,74.37,2608.0,1629850.0,16055.1,16344.750000000004,16505.603333333336,
노원,2020,1,15255.69,18152.42,73.2,1485.0,1631267.0,15473.46,15764.280000000002,16054.320000000002,
노원,2020,2,14583.73,16221.17,73.07,9742.0,1497696.0,15255.69,15364.575,15594.75,
노원,2020,2,14275.25,14448.54,64.5,1089.0,1428481.0,14583.73,14919.710000000005,15104.293333333337,
노원,2020,3,15446.17,15809.18,63.75,139.0,1471016.0,14275.25,14429.490000000002,14704.89,
노원,2020,3,14932.92,15965.65,65.57,6095.0,1523104.0,15446.17,14860.710000000005,14768.383333333331,
노원,2020,4,14251.26,10764.0,62.82,7990.0,1167589.0,14932.92,15189.545000000002,14884.78,
노원,2020,4,15579.46,9942.71,71.79,29234.0,1109343.0,14251.26,14592.090000000002,14876.783333333336,
노원,2020,5,16019.55,13403.78,75.44,17220.0,1313741.0,15579.46,14915.36,14921.213333333337,
노원,2020,5,15885.7,18686.79,75.35,501.0,1620951.0,16019.55,15799.505,15283.423333333334,
노원,2020,6,16112.2,18033.54,75.14,138.0,1601499.0,15885.7,15952.625000000002,15828.236666666666,
노원,2020,6,14789.29,15927.68,72.18,18186.0,1491273.0,16112.2,15998.950000000004,16005.816666666668,
노원,2020,7,16550.54,17216.41,69.42,8417.0,1587311.0,14789.29,15450.745000000004,15595.730000000003,
노원,2020,7,16972.37,16829.38,67.86,42491.0,1596781.0,16550.54,15669.915000000005,15817.343333333336,
노원,2020,8,17313.14,17302.71,69.77,147756.0,1667906.0,16972.37,16761.455,16104.066666666671,
노원,2020,8,16160.8,16691.13,70.58,94831.0,1571320.0,17313.14,17142.755,16945.350000000002,
노원,2020,9,16215.89,15077.51,71.74,33592.0,1612067.0,16160.8,16736.97,16815.43666666667,
노원,2020,9,15470.61,16292.37,68.36,23445.0,1554545.0,16215.89,16188.345,16563.27666666667,
노원,2020,10,13873.6,11840.14,75.82,14120.0,1283771.0,15470.61,15843.250000000002,15949.1,
노원,2020,10,15577.13,10803.72,67.88,16360.0,1234999.0,13873.6,14672.105000000003,15186.700000000004,
노원,2020,11,7855.37,3424.2,74.44,45166.0,700916.0,15577.13,14725.365000000002,14973.780000000004,
노원,2020,11,8623.07,5108.8,76.06,53651.0,801725.0,7855.37,11716.250000000002,12435.366666666669,
노원,2020,12,16016.65,17882.98,72.11,185.0,1620937.0,8623.07,8239.220000000001,10685.190000000002,
노원,2020,12,14509.95,18464.19,74.45,2302.0,1625133.0,16016.65,12319.860000000002,10831.696666666669,
노원,2021,1,14535.0,16254.0,66.0,162.0,1550637.0,14509.95,15263.300000000005,13049.89,15255.69
노원,2021,2,14142.0,14026.0,63.0,183.0,1338809.0,14535.0,14522.475000000002,15020.533333333336,14275.25
노원,2021,3,16179.0,15983.0,66.0,5612.0,1508680.0,14142.0,14338.500000000004,14395.65,14932.92
노원,2021,4,15197.0,17646.0,74.0,191.0,1670988.0,16179.0,15160.500000000004,14952.000000000002,15579.46
노원,2021,5,15424.0,10208.0,74.0,24472.0,1127428.0,15197.0,15688.000000000004,15172.66666666667,15885.7
노원,2021,6,15711.0,18518.0,77.0,289.0,1688939.0,15424.0,15310.500000000004,15600.000000000002,14789.29
노원,2021,7,16026.0,18677.0,78.0,10135.0,1777884.0,15711.0,15567.500000000004,15444.000000000002,16972.37
노원,2021,8,15810.0,17311.0,71.0,6374.0,1600313.0,16026.0,15868.500000000004,15720.333333333336,16160.8
노원,2021,9,15778.0,17384.0,72.0,2101.0,1587172.0,15810.0,15918.000000000004,15849.000000000002,15470.61
노원,2021,10,11823.0,10188.0,63.0,26729.0,1164206.0,15778.0,15794.000000000004,15871.333333333336,15577.13
노원,2021,11,4296.0,2104.0,74.0,63901.0,536850.0,11823.0,13800.500000000004,14470.333333333336,8623.07
노원,2021,12,15309.0,16736.0,72.0,12037.0,1570655.0,4296.0,8059.500000000003,10632.333333333336,14509.95
노원,2022,1,14510.0,17881.0,73.0,7919.0,1614792.0,15309.0,9802.500000000004,10476.000000000002,14535.0
노원,2022,2,13679.0,13535.0,65.0,7801.0,1324451.0,14510.0,14909.500000000004,11371.66666666667,14142.0
노원,2022,3,15214.0,15061.0,65.0,14524.0,1485355.0,13679.0,14094.500000000004,14499.333333333336,16179.0
노원,2022,4,14129.0,13566.0,66.0,1658.0,1371154.0,15214.0,14446.500000000004,14467.66666666667,15197.0
노원,2022,5,14567.0,12014.0,71.0,28140.0,1206434.0,14129.0,14671.500000000004,14340.66666666667,15424.0
노원,2022,6,14268.0,16345.0,71.0,10844.0,1548814.0,14567.0,14348.000000000004,14636.66666666667,15711.0
